code,name,market,type
DGX,Quest Diagnosticsクエスト ダイアグノスティクス,NYSE,stock
DH,Definitive Healthディフィニティブ ヘルスケア,NASDAQ,stock
DHAC,Digital Health Acquisition Corpデジタル ヘルス アクイジション,NASDAQ,stock
DHAI,DIH Holdings US Inc ADIHホールディングス US A,NASDAQ,stock
DHI,D.R. HortonD.R. ホートン,NYSE,stock
DHIL,Diamond Hill Investment Group Incダイアモンド ヒル インベストメント グループ,NASDAQ,stock
DHR,Danaherダナハー,NYSE,stock
DHT,DHT Holdings IncDHT ホールディングス,NYSE,stock
DHX,DHI Group IncDHI グループ,NYSE,stock
DIBS,1stdibscom Inc ファーストディブズ ドットコム,NASDAQ,stock
DIN,Dine Brands Global Incダイン ブランズ グローバル,NYSE,stock
DINO,HF Sinclair Corpエイチエフ シンクレアー,NYSE,stock
DIOD,Diodes Incダイオーズ,NASDAQ,stock
DIS,The Walt Disneyウォルト ディズニー,NYSE,stock
DIT,AMCON Distributing Companyアムコン・ディストリビューティング,NYSE,stock
DJCO,Daily Journal Corpデイリー ジャーナル,NASDAQ,stock
DJT,Trump Media &amp; Technology Group Corpトランプ メディア アンド テクノロジー,NASDAQ,stock
DK,Delek US Holdings IncデレクUSホールディングス,NYSE,stock
DKNG,DraftKings Inc Aドラフトキングス A,NASDAQ,stock
DKS,Dick's Sporting Goods Aディックス スポーティング グッズ A,NYSE,stock
DLB,Dolby Laboratories Aドルビー ラボラトリーズ A,NYSE,stock
DLHC,DLH Holdings CorpＤＬＨホールディング,NASDAQ,stock
DLO,Dlocal Ltd/Uruguayディーローカル,NASDAQ,stock
DLPN,Dolphin Entertainment Incドルフィン　エンターテイメント,NASDAQ,stock
DLTH,Duluth Holdings Inc Bダルース ホ－ルディングス B,NASDAQ,stock
DLTR,Dollar Treeダラー ツリー,NASDAQ,stock
DLX,Deluxe Corpデラックス,NYSE,stock
DM,Desktop Metal Inc Aデスクトップ メタル A,NYSE,stock
DMAC,DiaMedica Therapeutics Incディアメディカ セラピューティクス,NASDAQ,stock
DMN,Damon Incデイモン,NASDAQ,stock
DMRC,Digimarc Corporationデジマーク,NASDAQ,stock
DMTK,DermTech Incダームテック,NASDAQ,stock
DNA,Ginkgo Bioworks Holdings Inc Aギンコ バイオワークス ホールディングス A,NYSE,stock
DNAB,Social Capital Suvretta Holdings Corp2 Aソーシャル キャピタル スブレッタ2 A,NASDAQ,stock
DNB,Dun &amp; Bradstreet Holdings Incダン アンド ブラッドストリート,NYSE,stock
DNLI,Denali Therapeutics Incデナリ セラピューティクス,NASDAQ,stock
DNN,Denison Mines Corpデニソン マインズ,NYSE,stock
DNOW,DNOW Incディーナウ,NYSE,stock
DNTH,Dianthus Therapeutics Incダイアンサス セラピューティクス,NASDAQ,stock
DNUT,Krispy Kreme Incクリスピークリーム,NASDAQ,stock
DOCN,Digitalocean Holdings Inc デジタルオーシャン,NYSE,stock
DOCS,Doximity Incドクシミティー,NYSE,stock
DOCU,DocuSignドキュサイン,NASDAQ,stock
DOGZ,Dogness International Corpドグネス インターナショナル コープ,NASDAQ,stock
DOLE,Dole PLCドール,NYSE,stock
DOMH,Dominari Holdings Incドミナリ ホールディングス,NASDAQ,stock
DOMO,Domo Bドーモ B,NASDAQ,stock
DOOO,BRP IncBRP インク,NASDAQ,stock
DOOR,Masonite International Corporationメイソナイト インターナショナル,NYSE,stock
DORM,Dorman Products Incドーマン プロダクツ,NASDAQ,stock
DOUG,Douglas Elliman Incダグラス エリマン,NYSE,stock
DOV,Doverドーバー,NYSE,stock
DOW,Dow Incダウ,NYSE,stock
DOX,Amdocs Limitedアムドックス,NASDAQ,stock
DPRO,Draganfly Incドラッグアンフライ インク,NASDAQ,stock
DPZ,Domino's Pizzaドミノ ピザ,NYSE,stock
DRCT,Direct Digital Holdings Inc Aダイレクト デジタル ホールディングス A,NASDAQ,stock
DRI,Darden Restaurantsダーデン レストランツ,NYSE,stock
DRIO,DarioHealth Corpダリオ ヘルス,NASDAQ,stock
DRMA,Dermata Therapeutics Incデルマタ セラピューティクス,NASDAQ,stock
DRQ,Dril Quip Incドリル クイップ,NYSE,stock
DRRX,Durect Corpデュレクト,NASDAQ,stock
DRTS,Alpha Tau Medical Ltd Aアルファ タウ メディカル A,NASDAQ,stock
DRUG,Bright Minds Biosciences Incブライト マインズ バイオサイエンシズ,NASDAQ,stock
DRVN,Driven Brands Holdings Inc ドライブン　ブランズ,NASDAQ,stock
DSGN,Design Therapeutics Incデザイン セラピューティクス,NASDAQ,stock
DSGR,Distribution Solutions Group Incディストリビューション　ソリューションズ,NASDAQ,stock
DSGX,Descartes Systems Group Incデカルト システムズ グループ,NASDAQ,stock
DSP,Viant Technology Inc Aバイアンテクノロジー A,NASDAQ,stock
DSS,DSS IncDSS インク,NYSE,stock
DSWL,Deswell Industries Incデスウェル インダストリーズ,NASDAQ,stock
DSX,Diana Shipping Incダイアナ・シッピング,NYSE,stock
DT,Dynatrace Incダイナトレース,NYSE,stock
DTC,Solo Brands Incソロ ブランズ,NYSE,stock
DTE,DTE EnergyDTE エナジー,NYSE,stock
DTIL,Precision BioSciences Incプレシジョン バイオサイエンシーズ,NASDAQ,stock
DTM,DT Midstream IncDT ミッドストリーム,NYSE,stock
DTSS,Datasea IncDatasea Inc,NASDAQ,stock
DTST,Data Storage Corpデータ ストレー,NASDAQ,stock
DUK,Duke Energyデューク エナジー,NYSE,stock
DUOL,Duolingo Incデュオリンゴ,NASDAQ,stock
DUOT,Duos Technologies Group Incデュオス　テクノロジーズ,NASDAQ,stock
DV,DoubleVerify Holdings Inc ダブルヴェリファイ ホールディングス,NYSE,stock
DVA,DaVitaダヴィータ,NYSE,stock
DVAX,Dynavax Technologies Corpダイナバクス テクノロジーズ,NASDAQ,stock
DVN,Devon Energyデボン エナジー,NYSE,stock
DWSN,Dawson Geophysical Companyダウソン ジオフィジカル,NASDAQ,stock
DWTX,Dogwood Therapeutics Incドッグウッド セラピューティクス,NASDAQ,stock
DXC,DXC TechnologyDXCテクノロジー,NYSE,stock
DXCM,DexComデクスコム,NASDAQ,stock
DXLG,Destination XL Group Incデスティネーション XL グループ,NASDAQ,stock
DXPE,DXP Enterprises Inc TXDXP エンタープライジズ,NASDAQ,stock
DXR,Daxor Corpダクサー,NASDAQ,stock
DY,Dycom Industries Incダイコム インダストリーズ,NYSE,stock
DYAI,Dyadic International Incダイアディック インターナショナル,NASDAQ,stock
DYCQ,Dt Cloud Acquisition CorpDt クラウド アクイジション,NASDAQ,stock
DYN,Dyne Therapeutics Incダイン・セラピューティクス,NASDAQ,stock
EA,Electronic Artsエレクトロニック アーツ,NASDAQ,stock
EAF,GrafTech Internationalグラフテック・インターナショナル,NYSE,stock
EAR,Eargo Incイヤーゴ　インク,NASDAQ,stock
EAT,Brinker Internationalブリンカー インターナショナル,NYSE,stock
EB,Eventbrite Inc Aイベントブライト A,NYSE,stock
EBAY,eBayイーベイ,NASDAQ,stock
EBC,Eastern Bankshares Inc イースタン バンクシェアズ,NASDAQ,stock
EBF,Ennisエニス,NYSE,stock
EBMT,Eagle Bancorp Montana Incイーグル　 バンコープ モンタナ,NASDAQ,stock
EBON,Ebang International Holdings Incエバン・インターナショナル・ホールディン,NASDAQ,stock
EBS,Emergent BioSolutionsエマージェント バイオソリューションズ,NYSE,stock
EBTC,Enterprise Bancorpエンタープライズ バンコープ,NASDAQ,stock
ECG,Everus Construction Groupエベラス コンストラクション グループ,NYSE,stock
ECL,Ecolabエコラブ,NYSE,stock
ECO,Okeanis Eco Tankers Corpオケアニス エコ タンカーズ,NYSE,stock
ECOR,electroCore IncElectroCore Inc,NASDAQ,stock
ECPG,Encore Capital Groupアンコール キャピタル グループ,NASDAQ,stock
ECVT,Ecovyst Incエコヴィスト インク,NYSE,stock
ECX,ECARX Holdings Inc AECARX ホールディングス A,NASDAQ,stock
ED,Consolidated Edisonコンソリデーテッド エジソン,NYSE,stock
EDBL,Edible Garden AG Incorporatedエディブル ガーデン,NASDAQ,stock
EDIT,Editas Medicineエディタス メディシン,NASDAQ,stock
EDR,Endeavor Group Holdings Inc Aエンデバー　グループ A,NYSE,stock
EDRY,EuroDry Ltdユーロドライ,NASDAQ,stock
EDSA,Edesa Biotech Incエデサ バイオテック,NASDAQ,stock
EDTK,Skillful Craftsman Educationスキルフル,NASDAQ,stock
EDUC,Educational Developmentエデュケーショナル デベロップメント,NASDAQ,stock
EE,"Excelerate Energy, Incエクセラ レート エナジー",NYSE,stock
EEFT,Euronet Worldwide Incユーロネット ワールドワイド,NASDAQ,stock
EEIQ,EpicQuest Education Group Internationalエピッククエスト エデュケーション,NASDAQ,stock
EEX,Emerald Holding Incエメラルド ホールディング,NYSE,stock
EFOI,Energy Focus Incエナジー フォーカス,NASDAQ,stock
EFSC,Enterprise Financial Services Corpエンタープライズ フィナンシャル サービシズ,NASDAQ,stock
EFTR,eFFECTOR Therapeutics Incエフェクター セラピューティクス,NASDAQ,stock
EFX,Equifaxエキファックス,NYSE,stock
EFXT,Enerflex Ltdエナーフレックス,NYSE,stock
EG,Everest Group Ltdエベレスト グループ,NYSE,stock
EGAN,eGain Corpイーゲイン,NASDAQ,stock
EGBN,Eagle Bancorp Incイーグル バンコープ,NASDAQ,stock
EGGF,EG Acquisition CorpＥＧアクイジション,NYSE,stock
EGHT,8X8 Incエイト バイ エイト,NASDAQ,stock
EGO,Eldorado Goldエルドラド ゴールド,NYSE,stock
EGOX,Next.e.GO NVネクスト イー ゴー エヌヴイ,NASDAQ,stock
EGY,VAALCO Energyバールコ エナジー,NYSE,stock
EHAB,Enhabit Incエンハビット,NYSE,stock
EHC,Encompass Health Corporationエンコンパスヘルス,NYSE,stock
EHTH,eHealth Incイー ヘルス,NASDAQ,stock
EIG,Employers Holdings Incエンプロイヤーズ ホールディングス,NYSE,stock
EIX,Edison Internationalエジソン インターナショナル,NYSE,stock
EJH,E-Home Household Service Holdings LtdEホーム ハウス,NASDAQ,stock
EKSO,Ekso Bionics Holdingsエクソ バイオニクス ホールディングス,NASDAQ,stock
EL,Estee Lauder Aエスティ ローダー A,NYSE,stock
ELA,Envela Corporationエンベラ　コーポレーション,NYSE,stock
ELAN,Elanco Animal Health Incエランコ アニマル ヘルス,NYSE,stock
ELDN,Eledon Pharmaceuticals Incエルドン ファーマシュティカルズ,NASDAQ,stock
ELEV,Elevation Oncology Incエレベーション,NASDAQ,stock
ELF,ELF Beauty Ince.l.f.ビューティー,NASDAQ,stock
ELLO,Ellomay Capital Ltdエロメイ キャピタル,NYSE,stock
ELMD,Electromed Incエレクトルメッド インク,NYSE,stock
ELPW,eLong Power Holding Limited Aeロング パワー ホールディング A,NASDAQ,stock
ELSE,Electro-Sensors Incエレクトロ　センサーズ,NASDAQ,stock
ELTK,Eltek Ltdエルテック,NASDAQ,stock
ELTX,Elicio Therapeutics Incエリシオ セラピューティクス,NASDAQ,stock
ELUT,Elutia Incエルティア,NASDAQ,stock
ELYM,Eliem Therapeutics Incエリエム セラピューティクス,NASDAQ,stock
EMBC,Embecta Corpエンベクタ コーポレーション,NASDAQ,stock
EMCG,Embrace Change Acquisition Corpエンブレイス チェンジ アクイジション,NASDAQ,stock
EME,EMCOR Group Incエムコア グループ,NYSE,stock
EML,The Eastern Companyザ イースタン カンパニー,NASDAQ,stock
EMN,Eastman Chemicalイーストマン ケミカル,NYSE,stock
EMR,Emerson Electricエマソン エレクトリック,NYSE,stock
EMX,EMX Royalty CorporationEMX ロイアリティ,NYSE,stock
ENB,Enbridgeエンブリッジ,NYSE,stock
ENFN,Enfusion Incエンフュージョン・インク,NYSE,stock
ENLT,Enlight Renewable Energy Ltdエンライト リニューアブル エナジー,NASDAQ,stock
ENLV,Enlivex Therapeutics Ltdエンライベックス セラピューティクス,NASDAQ,stock
ENPH,Enphase Energy Incエンフェーズ エナジー,NASDAQ,stock
ENR,Energizer Holdingsエナジャイザー ホールディングズ,NYSE,stock
ENS,EnerSysエナーシス,NYSE,stock
ENSC,Ensysce Biosciences Incエンシスィー,NASDAQ,stock
ENSG,Ensign Group Incエンサイン グループ,NASDAQ,stock
ENSV,Enservco Corporationエンサブコ,NYSE,stock
ENTA,Enanta Pharmaceuticals Incエナンタ ファーマシューティカルズ,NASDAQ,stock
ENTG,Entegris Incインテグリス,NASDAQ,stock
ENTO,Entero Therapeutics Incエンテロ セラピューティクス,NASDAQ,stock
ENTX,Entera Bio Ltdエンテラ バイオ,NASDAQ,stock
ENVA,Enova International Incエノバ インターナショナル,NYSE,stock
ENVB,Enveric Biosciences Incエンベリック バイオサイエンシズ,NASDAQ,stock
ENVX,Enovix Corporation エノビックス,NASDAQ,stock
ENZ,Enzo Biochem Incエンゾ バイオケム,NYSE,stock
EOG,EOG ResourcesEOG リソーシズ,NYSE,stock
EOLS,Evolus Incエボラス,NASDAQ,stock
EONR,EON Resources Inc AEON リソーシズ A,NYSE,stock
EOSE,Eos Energy Enterprises Incイーオーエス　エナジー,NASDAQ,stock
EPAC,Enerpac Tool Group Aエナパック ツール グループ A,NYSE,stock
EPAM,EPAM SystemsEPAMシステムズ,NYSE,stock
EPC,Edgewell Personal Careエッジウェル パーソナル ケア,NYSE,stock
EPIX,ESSA Pharma IncESSAファーマ,NASDAQ,stock
EPM,Evolution Petroleum Corpエボリューション ペトロリアム,NYSE,stock
EPOW,Sunrise New Energy Co Ltdサンライズ ニュー エナジー,NASDAQ,stock
EPSN,Epsilon Energy Ltdエプシロン　エナジー,NASDAQ,stock
EQ,Equillium Incエクイリアム,NASDAQ,stock
EQBK,Equity Bancshares Inc Aエクイティー バンクシェアーズ A,NYSE,stock
EQH,Equitable Holdingsエクイタブル ホールディングス,NYSE,stock
EQT,EQTEQT,NYSE,stock
EQX,Equinox Gold Corpエクイノックス ゴールド,NYSE,stock
ERAS,Erasca Incエラスカ,NASDAQ,stock
ERIE,Erie Indemnity Company Aエリー インデムニティー A,NASDAQ,stock
ERII,Energy Recovery Incエナジー リカバリー,NASDAQ,stock
ERNA,Eterna Therapeuticsエテルナ セラピューティクス,NASDAQ,stock
ERO,Ero Copper Corpエロ クーパー,NYSE,stock
ES,Eversource Energyエバーソース エナジー,NYSE,stock
ESAB,ESAB Corpイーエスエイビー コーポレーション,NYSE,stock
ESCA,Escalade Incエスカレード,NASDAQ,stock
ESE,ESCO Technologies Incエスコ テクノロジーズ,NYSE,stock
ESEA,Euroseas Ltdユーロシーズ,NASDAQ,stock
ESGR,Enstar Group Ltdエンスター グループ,NASDAQ,stock
ESI,Element Solutions Incエレメント ソリューションズ,NYSE,stock
ESLA,Estrella Immunopharmaエストレラ イムノファーマ,NASDAQ,stock
ESLT,Elbit Systemsエルビット システムズ,NASDAQ,stock
ESNT,Essent Group Ltdエッセント グループ,NYSE,stock
ESOA,Energy Services of America Corporation Aエナジー サービシズ オブ アメリカ A,NASDAQ,stock
ESP,Espey Mfg &amp; Electronics Corpエスペイ・マニュファクチャリング＆エレク,NYSE,stock
ESPR,Esperion Therapeutics Incエスペリオン セラピューティクス,NASDAQ,stock
ESQ,Esquire Financial Holdings Incエスクワイア ファイナンシャル ホールディ,NASDAQ,stock
ESSA,ESSA Bancorp Incイーエスエスエー バンコープ,NASDAQ,stock
ESTA,Establishment Labs Holdings Incエスタブリッシュメント ラボズ ホールディングス,NASDAQ,stock
ESTC,Elastic NVエラスティック,NYSE,stock
ETAO,Etao International Co Ltdエタオ インターナショナル,NASDAQ,stock
ETD,Ethan Allen Interiors Incイーサン アレン インテリア,NYSE,stock
ETN,Eatonイートン,NYSE,stock
ETNB,89bio Inc89バイオ,NASDAQ,stock
ETON,Eton Pharmaceuticals Incイートン ファーマシューティカルズ,NASDAQ,stock
ETR,Entergyエンタジー,NYSE,stock
ETSY,Etsyエッツィ,NASDAQ,stock
ETWO,E2open Parent Holdings AE2オープン ペアレント ホールディングス A,NYSE,stock
EUDA,Euda Health Holdings Ltdユーダ ヘルス ホールディングス,NASDAQ,stock
EVBG,Everbridgeエバーブリッジ,NASDAQ,stock
EVBN,Evans Bancorp Incエバンズ バンコープ,NYSE,stock
EVC,Entravision Communications Aエントラビジョン コミュニケーションズ A,NYSE,stock
EVCM,EverCommerce Incエバーコマース,NASDAQ,stock
EVE,EVe Mobility Acquisition Corp Aイヴ モビリティ アクイジション A,NYSE,stock
EVER,Everquote Aエバークォート A,NASDAQ,stock
EVEX,Eve Holding Incイブ ホールディング,NYSE,stock
EVGN,Evogene Ltdエボジーン,NASDAQ,stock
EVGO,EVgo Inc AEVgo A,NASDAQ,stock
EVGR,Evergreen Corporation Aエバーグリーン コーポレーション A,NASDAQ,stock
EVH,Evolent Health Inc Aエボレント ヘルス A,NYSE,stock
EVI,EVI Industries IncEVIインダストリーズ,NYSE,stock
EVLV,Evolv Technologies Holdings Inc Aエボルブ テクノロジーズ A,NASDAQ,stock
EVOK,Evoke Pharma Incイボーク ファーマ,NASDAQ,stock
EVR,Evercore Inc Aエバーコア A,NYSE,stock
EVRG,Evergy Incエバジー,NASDAQ,stock
EVRI,Everi Holdings Incエブリ ホールディングス,NYSE,stock
EVTC,EVERTEC Incエバーテック,NYSE,stock
EVTL,Vertical Aerospace Ltdヴァーティカル エアロスペース,NYSE,stock
EW,Edwards Lifesciencesエドワーズ ライフサイエンス,NYSE,stock
EWBC,East West Bancorpイースト ウエスト バンコープ,NASDAQ,stock
EWCZ,European Wax Center Inc Aユーロピアン ワックス センター A,NASDAQ,stock
EWTX,Edgewise Therapeutics Incエッジワイズ セラピューティックス,NASDAQ,stock
EXAS,Exact Sciencesイグザクト サイエンシズ,NASDAQ,stock
EXC,Exelonエクセロン,NASDAQ,stock
EXEL,Exelixis Incエクセリクス,NASDAQ,stock
EXFY,Expensify Incエクスペンシファイ,NASDAQ,stock
EXK,Endeavour Silver Corpエンデバー シルバー,NYSE,stock
EXLS,ExlService Holdings Incイーエックスエル サービス ホールディングス,NASDAQ,stock
EXOZ,eXoZymes Incエクソザイムズ インク,NASDAQ,stock
EXP,Eagle Materials Incイーグル マテリアルズ,NYSE,stock
EXPD,Expeditors International of Washingtonエクスペディターズ インターナショナル オブ ワシントン,NYSE,stock
EXPE,Expedia Groupエクスペディア グループ,NASDAQ,stock
EXPI,eXp World HoldingseXpワールド ホールディングス,NASDAQ,stock
EXPO,Exponentエクスポーネント,NASDAQ,stock
EXTR,Extreme Networksエクストリーム ネットワークス,NASDAQ,stock
EYE,National Vision Holdings Incナショナル ビジョン ホールディングス,NASDAQ,stock
EYEN,Eyenovia IncEyenovia Inc,NASDAQ,stock
EYPT,EyePoint Pharmaceuticals Incアイポイント ファーマシューティカルズ,NASDAQ,stock
EZGO,EZGO Technologies Ltdイージーゴー　テクノロジーズ,NASDAQ,stock
EZPW,Ezcorp Aイージーコープ A,NASDAQ,stock
F,Ford Motorフォード モーター,NYSE,stock
FA,First Advantage Corpファースト アドバンテージ,NASDAQ,stock
FAF,First American Financialファースト アメリカン ファイナンシャル,NYSE,stock
FAMI,Farmmi Incファームミ,NASDAQ,stock
FANG,Diamondback Energyダイヤモンドバック エナジー,NASDAQ,stock
FARM,Farmer Brothers Coファーマー ブラザーズ,NASDAQ,stock
FARO,Faro Technologies Incファロ テクノロジーズ,NASDAQ,stock
FAST,Fastenalファスナル,NASDAQ,stock
FAT,FAT Brands Incファット ブランズ,NASDAQ,stock
FATE,Fate Therapeutics Incフェイト セラピューティクス,NASDAQ,stock
FATP,Fat Projects Acquisition Corpファット プロジェクト アクイジション,NASDAQ,stock
FBIN,Fortune Brands Innovations Incフォーチュンブランズ イノベーションズ,NYSE,stock
FBIO,Fortress Biotech Incフォートレス,NASDAQ,stock
FBIZ,First Business Financial Services Incファーストビジネス ファイナンシャル サービシズ,NASDAQ,stock
FBK,FB Financial CorpＦＢファイナンシャル,NYSE,stock
FBLA,FB Bancorp IncFB バンコープ インク,NASDAQ,stock
FBMS,First Bancshares Inc MSファースト バンクシェアーズ,NASDAQ,stock
FBNC,First Bancorp Southern Pines NCファースト バンコープ,NASDAQ,stock
FBP,First BanCorpファースト・バンコープ,NYSE,stock
FBRX,Forte Biosciences Incフォルテ バイオサイエンシズ,NASDAQ,stock
FBYD,Falcon's Beyond Global Inc Aファルコンズ ビヨンド グローバル A,NASDAQ,stock
FC,Franklin Covey Coフランクリン コビー,NYSE,stock
FCAP,First Capital Incファースト キャピタル,NASDAQ,stock
FCBC,First Community Bancshares Incファースト コミュニティー バンクシェアーズ,NASDAQ,stock
FCCO,First Community Corporationファースト コミュニティ,NASDAQ,stock
FCCY,1st Constitution Bancorp1stコンスティチューション バンコープ,NASDAQ,stock
FCEL,FuelCell Energyフューエルセル エナジー,NASDAQ,stock
FCF,First Commonwealth Financial Corporationファースト コモンウェルス ファイナンシャル,NYSE,stock
FCFS,FirstCash Incファーストキャッシュ,NASDAQ,stock
FCN,FTI Consulting Incエフティーアイ コンサルティング,NYSE,stock
FCNCA,First Citizens BancShares Inc Aファースト シチズンズ バンクシェアーズ A,NASDAQ,stock
FCUV,Focus Universal Inc.フォーカス ユニバーサル,NASDAQ,stock
FCX,Freeport-Mcmoranフリーポート マクモラン,NYSE,stock
FDBC,Fidelity D&amp;D Bancorp Incフィデリティー D&amp;D バンコープ,NASDAQ,stock
FDMT,4D Molecular Therapeutics Inc4D モレキュラー セラピューティクス,NASDAQ,stock
FDP,Fresh Del Monte Produce Incフレッシュ デルモンテ プロデュース,NYSE,stock
FDS,FactSet Research Systemsファクトセット リサーチ システムズ,NYSE,stock
FDX,FedExフェデックス,NYSE,stock
FE,First Energyファースト エナジー,NYSE,stock
FEAM,5E Advanced Materials Inc5E アドバンスド マテリアルズ,NASDAQ,stock
FEIM,Frequency Electronics Incフレクエンシーエレクトロニクス,NASDAQ,stock
FELE,Franklin Electric Co Incフランクリン エレクトリック,NASDAQ,stock
FEMY,Femasys Incフェマシス,NASDAQ,stock
FENC,Fennec Pharmaceuticals Incフェンネック ファーマシューティカルズ,NASDAQ,stock
FERG,Ferguson plcフェグソン,NYSE,stock
FET,Forum Energy Technologies Incフォーラム エネルギー テクノロジー,NYSE,stock
FF,FutureFuel Corpフューチャーフュエル,NYSE,stock
FFBC,First Financial Bancorpファースト フィナンシャル バンコープ,NASDAQ,stock
FFIC,Flushing Financial Corpフラッシング フィナンシャル,NASDAQ,stock
FFIE,Faraday Future Intelligent Electric Inc ファラデー フューチャー インテリジェン,NASDAQ,stock
FFIN,First Financial Bankshares Incファースト ファイナンシャル バンクシェアーズ,NASDAQ,stock
FFIV,F5 IncF5 インク,NASDAQ,stock
FFNW,First Financial Northwest Incファースト ファイナンシャル ノースウェス,NASDAQ,stock
FFWM,First Foundation Incファースト ファンデーション,NYSE,stock
FG,F&amp;G ANNUITIES &amp; LIFE INCF&amp;G アニュイティーズ ライフ,NYSE,stock
FGBI,First Guaranty Bancshares Incファースト ギャランティー バンクシェアー,NASDAQ,stock
FGEN,FibroGenフィブロジェン,NASDAQ,stock
FGH,FG Group Holdings IncFG グループ ホールディングス,NYSE,stock
FGI,FGI Industries LtdFGI インダストリーズ,NASDAQ,stock
FHB,First Hawaiianファーストハワイアン,NASDAQ,stock
FHI,Federated Hermes Inc Bフェデレーテッド エルメス B,NYSE,stock
FHN,First Horizon Corpファースト ホライゾン,NYSE,stock
FHTX,Foghorn Therapeutics Incフォグホーン セラピューティクス,NASDAQ,stock
FI,Fiserv Incフィサーブ,NYSE,stock
FIBK,First Interstate BancSystem Inc Aファースト インタステート バンクシステム A,NASDAQ,stock
FICO,Fair Isaacフェア アイザック,NYSE,stock
FIGS,Figs Inc Aフィグス A,NYSE,stock
FIHL,Fidelis Insurance Holdingsフィデリス インシュアランス,NYSE,stock
FINW,FinWise Bancorpフィンワイズ バンコーポ,NASDAQ,stock
FIS,Fidelity National Informationフィディリティ ナショナル インフォメーション,NYSE,stock
FISI,Financial Institutions Incフィナンシャル インスティテューションズ,NASDAQ,stock
FITB,Fifth Third Bancorpフィフス サード バンコープ,NASDAQ,stock
FIVE,Five Belowファイブ ビロウ,NASDAQ,stock
FIVN,Five9 Incファイブ9,NYSE,stock
FIX,Comfort Systems USA Incコンフォート システムズUSA,NYSE,stock
FIZZ,National Beverage Corpナショナル　ビバレッジ,NASDAQ,stock
FKWL,Franklin Wireless Corpフランクリン,NASDAQ,stock
FL,Foot Lockerフット ロッカー,NYSE,stock
FLD,FTAC Emerald Acquisition Corp AFTAC エメラルド アクイジション A,NASDAQ,stock
FLDM,Fluidigm Corpフリューダイム,NASDAQ,stock
FLEX,Flexフレクス,NASDAQ,stock
FLG,Flagstar Financial Incフラッグスター ファイナンシャル,NYSE,stock
FLGC,Flora Growth Corpフローラ グロース,NASDAQ,stock
FLGT,Fulgent Genetics Incフルジェント ジェネティクス,NASDAQ,stock
FLIC,First of Long Island Corpファースト オブ ロング アイランド,NASDAQ,stock
FLL,Full House Resorts Incフルハウス,NASDAQ,stock
FLNC,Fluence Energy Incフルエンス エナジー,NASDAQ,stock
FLNG,FLEX LNGフレックス LNG,NYSE,stock
FLNT,Fluent Incフルーエント,NASDAQ,stock
FLO,Flowers Foodsフラワーズ フーズ,NYSE,stock
FLR,Fluorフルアー,NYSE,stock
FLS,Flowserveフローサーブ,NYSE,stock
FLUX,Flux Power Holdings Incフラックス・パワー・ホールディングス,NASDAQ,stock
FLWS,1 800 FLOWERSCOM Inc A1 800フラワーズ ドットコム A,NASDAQ,stock
FLXS,Flexsteel Industries Incフレックススチール インダストリーズ,NASDAQ,stock
FLYW,Flywire Corpフライワイヤー,NASDAQ,stock
FMAO,Farmers &amp; Merchants Bancorp Inc OHファーマーズ&amp; マーチャンツ バンコープ オハイオ,NASDAQ,stock
FMBH,First Mid Bancshares Incファースト ミッド バンクシェアーズ,NASDAQ,stock
FMC,FMCFMC,NYSE,stock
FMNB,Farmers National Banc Corpファーマーズ ナショナル バンク,NASDAQ,stock
FN,Fabrinetファブリネット,NYSE,stock
FNA,Paragon 28 Incパラゴン 28,NYSE,stock
FNB,FNBFNB,NYSE,stock
FNCB,FNCB Bancorp IncＦＮＣＢバンコープ,NASDAQ,stock
FNCH,Finch Therapeutics Group Incフィンチ セラピューティクス,NASDAQ,stock
FND,Floor &amp; Decor Holdings Inc Aフロア アンド デコア ホールディングス A,NYSE,stock
FNF,FNF Groupフィデリティ ナショナル ファイナンシャル グループ,NYSE,stock
FNGR,FingerMotion Incフィンガーモーション,NASDAQ,stock
FNKO,Funko Inc Aフンコ A,NASDAQ,stock
FNLC,First Bancorp Inc MEファースト バンコープ,NASDAQ,stock
FNV,Franco Nevada Corpフランコ ネバダ,NYSE,stock
FNVT,Finnovate Acquisition Corp Aフィノヴェート アクイジション A,NASDAQ,stock
FNWB,First Northwest Bancorpファースト ノースウエスト バンコープ,NASDAQ,stock
FNWD,Finward Bancorpフィンワード バンコーポ,NASDAQ,stock
FOA,Finance of America Companiesファイナンス オブ アメリカ,NYSE,stock
FOLD,Amicus Therapeuticsアミカス セラピューティクス,NASDAQ,stock
FONR,Fonar Corpフォナー,NASDAQ,stock
FOR,Forestar Group Incフォレスター グループ,NYSE,stock
FORA,Forian Incフォリアン　インク,NASDAQ,stock
FORD,Forward Industries Incフォワード インダストリーズ,NASDAQ,stock
FORM,Formfactorフォームファクター,NASDAQ,stock
FORR,Forrester Research Incフォレスター リサーチ,NASDAQ,stock
FOSL,Fossil Groupフォッシル グループ,NASDAQ,stock
FOUR,Shift4 Payments Inc AShift4 Payments Inc,NYSE,stock
FOX,Fox Bフォックス B,NASDAQ,stock
FOXA,Fox Aフォックス A,NASDAQ,stock
FOXF,Fox Factory Holding Corpフォックス ファクトリー ホールディング,NASDAQ,stock
FOXO,FOXO Technologies Incフォクソ テクノロジーズ,NYSE,stock
